iter	F1	Logloss
134	0.7393561371	0.5198320667
135	0.7391402932	0.519435059
136	0.7385870726	0.5189065224
137	0.7384971516	0.5185485125
138	0.7380964131	0.5181768303
139	0.7384340864	0.5176921647
140	0.7385602277	0.517282814
141	0.7383710319	0.516982224
142	0.7385286883	0.516624149
143	0.7393561371	0.5159524007
144	0.7387763041	0.515592725
145	0.7389292359	0.5153586549
146	0.7389292359	0.5150207443
147	0.7393295833	0.5146013166
148	0.7392714451	0.5142497797
149	0.7394873992	0.5137052624
150	0.7398875927	0.5134278792
151	0.7398244399	0.5130897344
152	0.7393661491	0.5127539234
153	0.7395821211	0.5125705931
154	0.7392132701	0.5121913773
155	0.7394292986	0.5117570706
156	0.7396137004	0.5112784466
157	0.7394924589	0.5108776775
158	0.7397664656	0.5103295347
159	0.7397980482	0.5100357338
160	0.7402035186	0.5096326861
161	0.7398032331	0.509343334
162	0.7398348314	0.5090278172
163	0.7395872195	0.508631267
164	0.7399296423	0.5083120961
165	0.7398032331	0.5079535415
166	0.7398664323	0.5075785307
167	0.7397452079	0.5070972732
168	0.7394077766	0.506684452
169	0.7394077766	0.5063658709
170	0.7395607196	0.5059582724
171	0.7394077766	0.5056903106
172	0.7396555353	0.5053014551
173	0.7397503753	0.5050479745
174	0.7399981298	0.5047418492
175	0.7399348831	0.5044071605
176	0.7400930201	0.5041137625
177	0.7403724146	0.5036036595
178	0.7407095616	0.5032470269
179	0.7407151181	0.5029454203
180	0.7408101172	0.5026437204
181	0.7409051406	0.5023133369
182	0.7412479909	0.5021731218
183	0.741216297	0.501895078
184	0.7409685031	0.5014932391
185	0.7410635672	0.5010975594
186	0.7410001884	0.5008046075
187	0.7410635672	0.5003975408
188	0.7410952607	0.5000135441
189	0.7410635672	0.4998525867
190	0.7413430892	0.499435457
191	0.7414640606	0.4991312569
192	0.7411903573	0.4987037723
193	0.7423596175	0.4983067038
194	0.7426960693	0.4979139785
195	0.7431340422	0.4973957125
196	0.7427278022	0.497009715
197	0.7428865072	0.4966985986
198	0.7430387851	0.496347584
199	0.7431910055	0.4959471599
200	0.7433749189	0.495592182
201	0.743685821	0.4953162871
202	0.743685821	0.4949566519
203	0.7438378718	0.494639582
204	0.7440851783	0.4943943885
205	0.7442053413	0.4940529501
206	0.7440216334	0.4937392752
207	0.7443572207	0.4934233867
208	0.744420773	0.4930540714
209	0.74463616	0.4927511123
210	0.74463616	0.4925114014
211	0.7449078515	0.4921668976
212	0.7450912878	0.4919170128
213	0.7454262085	0.4916812098
214	0.7454262085	0.4914483896
215	0.7457366744	0.4912166672
216	0.7461348953	0.4909193151
217	0.7462303461	0.4906020435
218	0.745832098	0.4902434645
219	0.7457684795	0.4900044316
220	0.745832098	0.4897027907
221	0.7457684795	0.4894643788
222	0.7458639113	0.4890734863
223	0.7461426212	0.4886521043
224	0.7461744485	0.4883708924
225	0.7458957273	0.4881057878
226	0.7464213209	0.4877506039
227	0.7463576518	0.4875170832
228	0.7465408015	0.487334802
229	0.7465089679	0.4870808715
230	0.7464771369	0.4867625117
231	0.7467557373	0.4865020333
232	0.74697869	0.4862082376
233	0.7469230173	0.4860132611
234	0.7466761062	0.4857770587
235	0.747384866	0.4853027709
236	0.7475679025	0.4851122991
237	0.7477508856	0.4847940983
238	0.7481485873	0.4845127503
239	0.7480933067	0.484165549
240	0.7482123875	0.4838299053
241	0.7486099088	0.4835506289
242	0.7483314132	0.4832956967
243	0.7490072319	0.4831269666
244	0.7494362879	0.4827159756
245	0.7494362879	0.4825619872
246	0.7491668698	0.4822445373
247	0.7491119227	0.4820766131
248	0.7496918347	0.4817279179
249	0.7496918347	0.4815046011
250	0.7497557486	0.4813039292
251	0.7497237903	0.4811629389
252	0.7508183067	0.4807911497
253	0.7508822634	0.4803712617
254	0.7508822634	0.480165961
255	0.7509782188	0.4798340513
256	0.7509142458	0.479694362
257	0.7509462309	0.4793439601
258	0.7510964882	0.4791193992
259	0.7513426628	0.4788053235
260	0.7515888076	0.47841367
261	0.7517068942	0.4781900671
262	0.7517709029	0.4778393387
263	0.7519209363	0.477724913
264	0.7520169707	0.4775494866
265	0.7518669362	0.4774087878
266	0.752230986	0.4772260072
267	0.7523270624	0.4768773783
268	0.7523590933	0.4765539534
269	0.7530329946	0.4763669835
270	0.7528190829	0.4761603448
271	0.7531827512	0.4760010273
272	0.7534606855	0.4757986843
273	0.7532789217	0.4756966828
274	0.7534927508	0.4752859063
275	0.7535889633	0.4750689991
276	0.7538027656	0.4747722176
277	0.753310984	0.474634667
278	0.7537706863	0.4743325742
279	0.7536210396	0.474215206
280	0.7534071872	0.4740102308
281	0.7540165239	0.4736346779
282	0.7543797173	0.4734006993
283	0.7543797173	0.4732262185
284	0.7545933317	0.4729446575
285	0.7544439079	0.4727449913
286	0.754326527	0.4724414957
287	0.7548069019	0.4721465959
288	0.7547217469	0.4718321734
289	0.7549674567	0.4716993598
290	0.75511677	0.4714926108
291	0.754818087	0.4713418525
292	0.755298147	0.4712061752
293	0.755298147	0.4710274173
294	0.7556286165	0.4708351659
295	0.7556079895	0.4706705348
296	0.7554587867	0.4705107323
297	0.7556722651	0.4702114069
298	0.7560026459	0.4699034339
299	0.756215975	0.4698493598
300	0.7562802797	0.4695836198
301	0.7559499976	0.4691360909
302	0.7561955584	0.4689640169
303	0.7565900711	0.4688023157
304	0.7567711675	0.4684812327
305	0.757133202	0.4682647235
306	0.7574950258	0.4678845805
307	0.757643673	0.4676600335
308	0.7579729859	0.4672773878
309	0.7577279005	0.4671811982
310	0.7578888304	0.4668250413
311	0.7579729859	0.4666537754
312	0.7580373666	0.4665163957
313	0.7579210245	0.4663126928
314	0.7581661607	0.4661411055
315	0.7581661607	0.4659868516
316	0.7581661607	0.4658059796
317	0.7583790561	0.4656107443
318	0.7583468478	0.4653902341
319	0.7584756976	0.4650646651
320	0.7589658554	0.4648036528
321	0.7591464086	0.4645092449
322	0.7595718505	0.4643164618
323	0.7593913963	0.4642327321
324	0.7595396026	0.4640499881
325	0.7596363544	0.4638875477
326	0.759475115	0.4635590575
327	0.759475115	0.4633215174
328	0.7595910252	0.4630720025
329	0.7598680963	0.4628357646
330	0.7599838872	0.4627226722
331	0.7603576699	0.4623345696
332	0.7604733341	0.4621472437
333	0.7603576699	0.4619148744
334	0.7606346887	0.4615702346
335	0.7608794099	0.4613208142
336	0.7612718666	0.4610536037
337	0.7612718666	0.4607892308
338	0.7613041628	0.4605376371
339	0.7612718666	0.4603012065
340	0.7614518727	0.4601923432
341	0.7613041628	0.4600207365
342	0.7614841718	0.4597551886
343	0.7616964334	0.4596667892
344	0.761844033	0.4595529876
345	0.7620885092	0.4592759625
346	0.7620885092	0.4591788731
347	0.7620885092	0.4590268039
348	0.7621531443	0.45889444
349	0.762185466	0.4587916949
350	0.7626277699	0.4586490313
351	0.762954688	0.4585332964
352	0.7630516804	0.4583470964
353	0.7632959122	0.4581138476
354	0.7637695706	0.4579677041
355	0.7640136173	0.4578087073
356	0.764160557	0.4576061787
357	0.7645513497	0.457339583
358	0.7647628577	0.4572258935
359	0.7642750878	0.4569691915
360	0.7643397982	0.4568480809
361	0.7645189874	0.4567866753
362	0.764486628	0.4566210656
363	0.7645189874	0.4566180269
364	0.7644542712	0.4564701572
365	0.7646981247	0.4560995
366	0.764680826	0.4558742473
367	0.7646160823	0.4556778702
368	0.7648923565	0.4554749805
369	0.7650714592	0.4553691365
370	0.7650390775	0.4552790971
371	0.7650390775	0.4550557472
372	0.7652828972	0.454774342
373	0.7651533644	0.4546050207
374	0.7653647365	0.4544316579
375	0.7652505099	0.454366089
376	0.7654295087	0.4542358375
377	0.7655436777	0.4540107438
378	0.7658690138	0.4537158672
379	0.7659014044	0.453595274
380	0.7665024126	0.4533914758
381	0.7665672302	0.4532482783
382	0.766924462	0.4528898954
383	0.7669568806	0.4527500062
384	0.7672814869	0.4526377934
385	0.7673463383	0.4525266989
386	0.7673463383	0.452294797
387	0.7675572115	0.452147881
388	0.7681571226	0.4519307595
389	0.7682220241	0.451707203
390	0.7682869366	0.4514949173
391	0.768254479	0.4512397749
392	0.7683518601	0.4510359243
393	0.7684976538	0.4508049848
394	0.7685950598	0.450582657
395	0.7686275339	0.4503963437
396	0.7684817399	0.4501486661
397	0.7685142167	0.4500199553
398	0.7697285537	0.4498120929
399	0.7698739673	0.4496743859
400	0.7695830858	0.4494609978
401	0.7695830858	0.4492985038
402	0.7697130883	0.4490908639
403	0.7701493298	0.4488687007
404	0.7701493298	0.4486562941
405	0.7701493298	0.4483255842
406	0.7705699336	0.4481304586
407	0.770294635	0.4478794252
408	0.7705374176	0.447662708
409	0.7705374176	0.4475760003
410	0.7704246824	0.4472737986
411	0.771022895	0.4469507678
412	0.7712005164	0.4466721141
413	0.7712655899	0.4464276942
414	0.7712330518	0.4463573323
415	0.7712330518	0.4462533906
416	0.7715408048	0.4459119752
417	0.7716532363	0.4457495907
418	0.7720406914	0.4455323539
419	0.7723302744	0.4453486029
420	0.7729413502	0.4452463298
421	0.7730716083	0.4449898563
422	0.7732812486	0.4447884849
423	0.7731041796	0.4446432744
424	0.7732812486	0.4445441299
425	0.7732812486	0.4443847666
426	0.7732812486	0.4442963248
427	0.773812149	0.4441745297
428	0.773942506	0.443987296
429	0.7740541922	0.4439016997
430	0.7740867855	0.4437823158
431	0.7742962063	0.4435972585
432	0.7747149195	0.4433793463
433	0.7747149195	0.4432277884
434	0.7746823097	0.4429433085
435	0.7747475321	0.4427399639
436	0.7744729799	0.4425420696
437	0.7745381914	0.4423962981
438	0.7748589841	0.4423122887
439	0.7748915967	0.4420787766
440	0.774924212	0.4419350816
441	0.774924212	0.4417512964
442	0.7753100425	0.4415545802
443	0.7754079295	0.4413466327
444	0.7751987115	0.4411921116
445	0.775551833	0.4409484626
446	0.7757609546	0.4407961635
447	0.7756171047	0.440530782
448	0.7761790698	0.4402747728
449	0.7761790698	0.4401104616
450	0.7767861565	0.4399445942
451	0.7766099769	0.4397834932
452	0.7769949414	0.4395848055
453	0.7774903675	0.4394160363
454	0.7785778453	0.4391272989
455	0.7784348499	0.4390325609
456	0.7786432142	0.4389337108
457	0.7784348499	0.4387896329
458	0.7785002189	0.4386239775
459	0.7789944251	0.4384813865
460	0.7789944251	0.43833398
461	0.7788515361	0.4381707564
462	0.7788842301	0.4380927653
463	0.778773985	0.4379973992
464	0.7787412882	0.437911271
465	0.7795416705	0.437626043
466	0.7797171152	0.4373858246
467	0.7801987646	0.4370963575
468	0.780406806	0.436864201
469	0.7808996788	0.4366727168
470	0.7815342846	0.4363171501
471	0.7813920857	0.4362234023
472	0.781807448	0.4359787991
473	0.781872973	0.4357623736
474	0.7825393349	0.435580198
475	0.7824737944	0.4354584309
476	0.7822663299	0.435380176
477	0.7827139909	0.4352643121
478	0.7826376662	0.4351247269
479	0.7832598871	0.4348755418
480	0.7839904816	0.4346779701
481	0.7841648056	0.4344886663
482	0.78419762	0.4342023313
483	0.7845461231	0.4340842196
484	0.7843718965	0.4339531289
485	0.7844375387	0.4336733772
486	0.7845031919	0.4335198458
487	0.784263257	0.433411601
488	0.7846445983	0.433248639
489	0.7846445983	0.4331002297
490	0.7845360226	0.4329633979
491	0.7850158227	0.4327878113
492	0.7851571232	0.4325198895
493	0.7853969274	0.432345175
494	0.7857121231	0.4321473291
495	0.7857121231	0.4320775178
496	0.7863653117	0.4318693709
497	0.7863981903	0.4316617215
498	0.7871260384	0.431465472
499	0.7871589327	0.4313020019
